View,ID,Name,Group Name,Common Name,Order,Notes,Transfer to ID,ID Key,Databased,Traditional,Modern,Active,
127,127,FAGACEAE,Dicots,null,FAGALES,null,null,"1. Branches terminating in clustered or crowded buds; male inflorescence a pendent ament; fruit an acorn, circular in cross-section, subtended by a scaly or tuberculate cup [G#1031](Quercus)
1. Branches with a solitary terminal bud, adjacent buds not crowded; male inflorescence a pedunculate heads or a spike of glomerulate clustuers; fruit one or few angular to rounded-angular nuts enclosed in a prickly or scaly-bristly cupule [2]
2. Buds ovoid, rounded to bluntly acute at the tip; leaf blade teeth awned to acuminate; male inflorescence a spike of glomerulate clusters; cupule spines 5-20 mm long; nut rounded-angular [G#266](Castanea)
2. Buds elongate-fusiform, narrowly acute at the tip; leaf blade teeth acute; male inflorescence a pedunculate head; cupule scaly bristles curved, 1-5 mm long; nut triangular [S#982](Fagus grandifolia)
",TRUE,null,null,TRUE,
437,437,FISSIDENTACEAE ,Bryophytes,null,DICRANALES,null,null,null,FALSE,null,null,TRUE,
438,438,FONTINALACEAE ,Bryophytes,null,HYPNALES,null,null,null,FALSE,null,null,TRUE,
477,477,FOSSOMBRONIACEAE,Bryophytes,null,FOSSOMBRONIALES,null,null,null,FALSE,null,null,TRUE,
478,478,FRULLANIACEAE,Bryophytes,null,JUNGERMANNIALES,null,null,null,FALSE,null,null,TRUE,
132,132,FUMARIACEAE,Dicots,null,RANUNCULALES,null,249,null,FALSE,null,null,FALSE,
439,439,FUNARIACEAE ,Bryophytes,null,FUNARIALES,null,null,null,FALSE,null,null,TRUE,
368,368,GELSEMIACEAE,Dicots,null,GENTIANALES,null,null,null,TRUE,null,null,TRUE,
135,135,GENTIANACEAE,Dicots,null,GENTIANALES,null,null,"1. Leaves scale-like, 0.5-5 mm long [2]
1. Leaves linear to expanded, larger ones 5-100 mm long, these sometimes placed as bracts subtending flowers [3]
2. Stem green to purplish; corolla narrowly campanulate, lobes 4, longer than the tube [G#168](Bartonia)
2. Stem whitish to pale yellowish; corolla salverform, lobes 5, shorter than the tube [S#765](Voyria parasitica)
3. Stem leaves scale-like, much smaller than those subtending flower; flower subtended by 2 foliaceous bracts or leaves and the calyx absent [S#3514](Obolaria virginica)
3. Stem leaves foliaceous, larger than to subequal to those below the flower; calyx of 4-12(14) sepals, some or all connate at least at the base [4]
4. Corolla lobes shorter than the tube, with tooth-like or fringed projections between the lobes [G#541](Gentiana)
4. Corolla lobes longer than the tube, lacking projections between the lobes [5]
5. Stem and leaves often blue-green, strongly glaucous; flowers 5-merous; style not cleft or split [S#896](Eustoma exaltatum)
5. Stem and leaves green and non-glaucous or blue-green and glaucous; flowers 5-12-merous; style apically split at least 1 mm [G#1071](Sabatia)
",TRUE,null,null,TRUE,
479,479,GEOCALYCACEAE,Bryophytes,null,JUNGERMANNIALES,null,null,null,FALSE,null,null,TRUE,
136,136,GERANIACEAE,Dicots,null,GERANIALES,null,null,"1. Leaves pinnately divided; stamens 5, staminodes 5; mericarps rounded basally, retaining the seed, the awn spiraled [S#4219](Erodium cicutarium)
1. Leaves palmately divided; stamens 10; mericarps pointed basally, ejecting the seed, the awn recurved [G#542](Geranium)
",TRUE,null,null,TRUE,
137,137,GESNERIACEAE,Dicots,null,LAMIALES,null,null,null,FALSE,null,null,TRUE,
369,369,GISEKIACEAE,Dicots,null,CARYOPHYLLALES,null,null,null,TRUE,null,null,TRUE,
139,139,GLEICHENIACEAE,Pteridophytes,null,GLEICHENIALES,null,null,null,TRUE,null,null,TRUE,
144,144,GOODENIACEAE,Dicots,null,ASTERALES,null,null,null,TRUE,null,null,TRUE,
145,145,GRAMINEAE,Monocots,null,POALES,null,266,null,FALSE,null,null,FALSE,
440,440,GRIMMIACEAE,Bryophytes,null,GRIMMIALES,null,null,null,FALSE,null,null,TRUE,
370,370,GROSSULARIACEAE,Dicots,null,SAXIFRAGALES,null,null,null,TRUE,null,null,TRUE,
148,148,GUTTIFERAE,Dicots,null,MALPIGHIALES,null,77,null,FALSE,null,null,FALSE,
149,149,HAEMODORACEAE,Monocots,null,COMMELINALES,null,null,null,TRUE,null,null,TRUE,
150,150,HALORAGACEAE,Dicots,null,SAXIFRAGALES,null,null,"1. Leaves whorled, pseudowhorled, or opposite, occasionally alternate; flowers 4-merous [G#820](Myriophyllum)
1. Leaves alternate; flowers 3-merous [G#1007](Proserpinaca)
",TRUE,null,null,TRUE,
152,152,HAMAMELIDACEAE,Dicots,null,SAXIFRAGALES,null,null,"1. Leaf blade 1-4.5 cm long [S#4846](Loropetalum chinense)
1. Larger leaf blades 4-16 cm long, toothed or lobed [2]
2. Leaf blade toothed primarily at the apex, the underside densely stellate-pubescent; inflorescence terminal, elongate, 8- to 30-flowered spikes; calyx lobes 5-7(-9), erect; petals absent; stamens 12-34; filaments white, 4-17 mm; staminodes absent; capsules in groups of more than 3 [S#918](Fothergilla milleri)
2. Leaf blade margin repand to sinuate, the underside glabrous to sparsely stellate-pubescent; inflorescence axillary, (1-)3(-5)-flowered clusters; calyx lobes 4, reflexed; petals 4, liguliform, yellow or reddish, deep red to orange; stamens 4, very short; staminodes 4; capsules solitary or 2-3 together [G#581](Hamamelis)
",TRUE,null,null,TRUE,
441,441,HEDWIGIACEAE,Bryophytes,null,HEDWIGIALES,null,null,null,FALSE,null,null,TRUE,
395,395,HELICONIACEAE,Monocots,null,ZINGIBERALES,null,null,"1. Primary inflorescence bract usually brightly colored with orange to red colors; fruit fleshy (Heliconiaceae) [F#395](Key A)
1. Primary inflorescence bract somewhat dull, green, reddish, pinkish, bluish green, or purplish; fruit a woody capsule (Strelitziaceae) [F#395](Key B)

1. (Key A, Heliconiaceae) Inflorescence pendent, the primary (cincinnal) bract held above the flower [G#597](H. rostrata)
1. Inflorescence erect, the primary (cincinnal) bract held below the flower [2]
2. Primary (cincinnal) inflorescence bracts 4-6, open, not tightly enclosing the flower bases [G#597](H. psittacorum)
2. Primary (cincinnal) inflorescence bracts 5-10, tightly folded or cupper around the flower bases [3]
3. Primary (cincinnal) inflorescence bract orange, linear-lanceolate, long acuminate [S#1945](H. latispatha)
3. Primary (cincinnal) inflorescence bract red or reddish, ovate, acute to acuminate [G#597](H. bihai)

1. (Key B, Strelitziaceae) Caulescent; overlapping petiole bases creating a distinct zigzag line; petiole to 4.5 m long, the base subentire, lacking a conspicuous brown split margin or this minimal and scarcely apparent; leaf blade to 2 m long, 1 m wide; inflorescence with (5)8-20 primary bracts, the bracts green; petals white, subequal, not connivent; seed aril blue [F#395](Ravenala madagascariensis)
1. Caulescent or acaulescent; overlapping petiole bases with a short irregular zigzag line or the line not apparent; petiole to 1 m long, base subentire or roughened with a conspicuous erose and split brown margin to 1 cm wide; leaf blade to 1 m long, to 0.5 m wide; inflorescence with 1-4 primary bracts, the bracts green, reddish, pinkish, bluish green, or purplish; petals blue, purple, or white, unequal, posterior one scale-like; seed aril orange [F#395](Strelitzia)

1. (Strelitzia Key) Acaulescent; leaf blades 10-50 cm long, 5-20 cm wide, not splitting from the margin to the midrib, or blades absent; sepals orange [2]
1. Caulescent; leaf blades 50-100 cm long, 20-50 cm widecommonly splitting from the margin to the midirb; sepals white [3]
2. Leaves without a leaf blade or the blade extremely reduced [F#395](S. juncea)
2. Leaf blade 10-50 cm long, 5-20 cm wide [F#395](S. reginae)
3. Inflorescence simple; petals white [F#395](S. alba)
3. Inflorescence compound; petals blue [F#395](S. nicolai)
",TRUE,null,null,TRUE,
396,396,HEMEROCALLIDACEAE,Monocots,null,ASPARAGALES,null,null,"1. Upper side of leaf sheath apex connate; inflorescence paniculate; tepals white, blue, to yellowish, free, 4-8 mm long; fruit a blue to violet berry [G#418](Dianella)
1. Upper side of leaf sheath apex not connate; inflorescence of (1)2 helicoid cymes; tepals pinkish white, yellow, orange, purple, to red, basally connate forming a tube, the lobes 30-70 mm long; fruit a loculicidal capsule [G#601](Hemerocallis)
",TRUE,null,null,TRUE,
154,154,HIPPOCASTANACEAE,Dicots,null,SAPINDALES,null,297,null,FALSE,null,null,FALSE,
155,155,HIPPOCRATEACEAE,Dicots,null,CELASTRALES,null,65,null,FALSE,null,null,FALSE,
397,397,HYACINTHACEAE,Monocots,null,ASPARAGALES,null,null,"1. Leaves petiolate, the blade ovate [F#397](Drimiopsis)
1. Leaves sessile, linear, linear-lanceolate, to oblong [2]
2. Leaves mottled [F#397](Ledebouria)
2. Leaves green, not mottled [3]
3. Perianth tubular, usually purple to brown, the lobes extremely small [G#817](Muscari)
3. Perianth of free tepals or tepals connate with long lobes, white, yellow, orange, pink, blue, to purple [4]
4. Tepals connate basally forming a tube [F#397](Hyacinthus)
4. Tepals free [F#397](Ornithogalum)
",TRUE,null,null,TRUE,
371,371,HYDRANGEACEAE,Dicots,null,CORNALES,null,null,"1. Stems with simple and stellate trichomes; petioles 0-4 mm long [S#1533](Deutzia scabra)
1. Stems glabrous or with simple trichomes only; petioles 1-120 mm long [2]
2. Petioles mostly 10-120 mm long; inflorescence sometimes with larger sterile flowers; stamens 10-30 [G#619](Hydrangea)
2. Petioles mostly 1-10 mm long; inflorescence of bisexual flowers only; stamens 60-90 [S#3267](Philadelphus inodorus)
",TRUE,null,null,TRUE,
159,159,HYDROCHARITACEAE,Monocots,null,ALISMATALES,null,null,"1. Leaves petiolate or in a pseudowhorl terminating an elongate naked erect stem, the blade generally oblong to narrowly elliptic or ovate [2]
1. Leaves sessile (not pseudowhorled and terminating an elongate naked stem), generally linear, linear-lanceolate, to oblong [4]
2. Leaf blades oblong to narrowly elliptic, 0.6-8 mm wide; brackish to marine [G#580](Halophila)
2. Leaf blades generally ovate, 15-150 mm wide; freshwater [3]
3. Leaf blades 1-10 cm long, usually strongly cordate at base, some with aerenchyma on lower surface [S#3214](Limnobium spongia)
3. Leaf blades 7-20 cm long, mostly truncate, cuneate, to subcordate at base, without aerenchyma on lower surface [S#4263](Ottelia alismoides)
4. Leaves basal, 6-100 cm long [5]
4. Leaves on an elongate stem, 0.4-3 cm long [6]
5. Rhizome scaly or fibrous, stout, with short internodes; leaves 2-ranked and flattened together at base, entire or subtly serrulate distally, without lacunae; fruits spheric, echinate; brackish to marine [S#556](Thalassia testudinum)
5. Rhizomes naked, slender, elongate; leaves spirally arranged, serrulate to entire, fruits cylindric to ellipsoid, ridged; freshwater to brackish [S#2090](Vallisneria americana)
6. Leaves 0.1-2.5(4) mm wide, opposite (sometimes crowded and pseudowhorled) [G#822](Najas)
6. Leaves 2-4(5) mm wide, whorled at most nodes [7]
7. Leaves 10-40 mm long, (2)5-8(10) per node [S#29](Egeria densa)
7. Leaves 5-15(20) mm long, 2-8 per node [8]
8. Leaf margins and midveins entire; intravaginal scales squamules entire or fringed with clear marginal hairs [S#3996](Elodea canadensis)
8. Leaf margins and the lower side midvein serrulate or prickly; intravaginal squamules fringed with orange-brown hairs [S#1469](Hydrilla verticillata)
",TRUE,null,null,TRUE,
372,372,HYDROLEACEAE,Dicots,null,SOLANALES,null,null,null,TRUE,null,null,TRUE,
161,161,HYDROPHYLLACEAE,Dicots,null,SOLANALES,null,null,null,TRUE,null,null,TRUE,
163,163,HYMENOPHYLLACEAE,Pteridophytes,null,HYMENOPHYLLALES,null,null,null,TRUE,null,null,TRUE,
165,165,HYPERICACEAE,Dicots,null,MALPIGHIALES,null,null,null,TRUE,null,null,TRUE,
442,442,HYPNACEAE,Bryophytes,null,HYPNALES,null,null,null,FALSE,null,null,TRUE,
516,516,HYPOPTERYGIACEAE,,,HYPOPTERYGIALES,null,null,null,FALSE,null,null,TRUE,
166,166,HYPOXIDACEAE,Monocots,null,ASPARAGALES,null,null,"1. Leaves 2-9 cm wide; inflorescence densely capitate, of 10+ flowers; fruit an indehiscent berry [S#4236](Curculigo capitulata)
1. Leaves 0.1-1.5 cm wide; inflorescence of 1-3(7) flowers; fruit a dehiscent capsule [G#633](Hypoxis)
",TRUE,null,null,TRUE,
168,168,ILLICIACEAE,Dicots,null,AUSTROBAILEYALES,null,302,null,FALSE,null,null,FALSE,
169,169,IRIDACEAE,Monocots,null,ASPARAGALES,null,null,"1. Inflorescences spicate, 2–many-flowered, subtended by pair of opposed bracts; rootstock a corm; flowers zygomorphic to subactinomorphic; tepals tubular-connate [2]
1. Inflorescences rhipidiate, (1)2–several-flowered, subtended by 2 foliaceous spathes; rootstock a rhizome, bulb, or indistinct; flowers actinomorphic, tepals distinct or tubular-connate [4]
2. Style branches each divided for about 1/2 its length, filiform throughout [G#525](Freesia)
2. Style branches each simple or apically notched, filiform throughout or expanded terminally [3]
3. Tepals shades of orange to reddish; style branches apically notched, not expanded above; seeds not winged, globose [S#447](Crocosmia crocosmiiflora)
3. Tepals variously colored; style branches expanded terminally, not filiform throughout; seeds usually broadly winged, globose or angular [G#546](Gladiolus)
4. Sepals and petals subequal and very similar in shape and coloring (tepals) [5]
4. Sepals and petals dissimilar in size, shape, or coloring (if subequal and similar, then sepals and petals orange, reddish orange, to pinkish orange, with darker orange to reddish spots) [7]
5. Tepals 0.4-1.3 cm long; fruit 2-8 mm long [G#1140](Sisyrinchium)
5. Tepals 2-3 cm long; fruit 6-12 mm long [6]
6. Tepals lacking streaks at the base; style erect, 10-12 mm long [S#1072](Calydorea caelestina)
6. Tepals with short, dark streaks at the base; style central column erect and 2-3 mm long, then split into 6 spreading arms [S#1265](Nemastylis floridana)
7. Leaves plicate; rootstock a bulb; sepals 2-3 times as long as petals; plants 10-20 cm tall or long [G#603](Herbertia)
7. Leaves plane; rootstock a rhizome or indistinct; plants 10-150 cm tall or long [8] 
8. Style branches thickened, often bearing acute paired terminal appendages; anthers lightly affixed style branch underside; inner tepals often bent or folded at base and bearing oil glands on short hairs [G#1378](Trimezia)
8. Style branches usually petaloid, with flat terminal appendages; anthers appressed to style branch; inner tepals usually not bent or folded, eglandular [9]
9. Tepals free; pedicels hairy [F#169](Dietes)
9. Tepals united basally into a tube, rarely free; pedicels glabrous [G#643](Iris)

1. Sepals with a dark purplish or blackish spot at the base [F#169](D. bicolor)
1. Sepals with a yellow to orange band or line or band of spots at the base [2]
2. Sepals with a solid or continuous band, line, or band of spots of yellow to orange color [F#169](D. grandiflora)
2. Sepals with a band, line, or band of spots of yellow that fades medially and is largely white at the center [F#169](D. iridioides)
",TRUE,null,null,TRUE,
170,170,ISOETACEAE,Pteridophytes,null,ISOETALES,null,null,null,TRUE,null,null,TRUE,
373,373,ITEACEAE,Dicots,null,SAXIFRAGALES,null,null,null,TRUE,null,null,TRUE,
171,171,JUGLANDACEAE,Dicots,null,FAGALES,null,null,"1. Twigs with solid and homogeneous pith; terminal leaflet largest; staminate catkins in fasciculate; stamens 3-10(-15) per flower; fruit husk dehiscent into 4 valves; nuts smooth, verrucose, or rugulose [G#261](Carya)
1. Twigs with chambered pith; terminal leaflet small or absent; staminate catkins solitary; stamens 7-50 per flower; fruit husk indehiscent; nuts grooved, ridged, furrowed, or smooth [S#3837](Juglans nigra)
",TRUE,null,null,TRUE,
173,173,JUNCACEAE,Monocots,null,POALES,null,null,"1. Leaves glabrous; fruits with 1 or 3 locules; seeds many [G#654](Juncus)
1. Leaves hairy; fruits with 1 locule; seeds 3 [G#730](Luzula)
",FALSE,null,null,TRUE,
174,174,JUNCAGINACEAE,Monocots,null,ALISMATALES,null,null,null,TRUE,null,null,TRUE,
480,480,JUNGERMANNIACEAE,Bryophytes,null,JUNGERMANNIALES,null,null,null,FALSE,null,null,TRUE,
176,176,KRAMERIACEAE,Dicots,null,ZYGOPHYLLALES,null,null,null,TRUE,null,null,TRUE,
177,177,LABIATAE,Dicots,null,LAMIALES,null,180,null,FALSE,null,null,FALSE,
180,180,LAMIACEAE,Dicots,null,LAMIALES,null,null,"1. Vines, subshrubs, shrubs, or trees, woody [F#180](Key A)
1. Herbs to subshrubs, not woody, sometimes suffrutescent [2]
2. Calyx strongly bilabiate, the upper part of calyx forming a cap or flap, entire to obscurely lobed [3]
2. Calyx bilabiate or not, the upper part of calyx not forming a cap or flap, often lobed and with acute apices [4]
3. Calyx of an upper and lower lobe, the upper part often with a protuberance, the calyx mouth closing (usually completely so) during fruit maturation (before dehiscing) [G#1117](Scutellaria)
3. Calyx lower lip distinctly 3-lobed, the upper lacking a protuberance, the mouth remaining wide open and not closing [G#853](Ocimum)
4. Fertile stamens 2 [F#180](Key B)
4. Fertile stamens 4 [F#180](Key C)

1. (Key A) Leaves compound, usually at least some; leaf blade lower surface and calyx canescent [G#1288](Vitex)
1. Leaves simple or 1-foliolate; leaf blade lower surface and calyx glabrous, pubescent, or canescent [2]
2. Fruit a schizocarp [3]
2. Fruit a drupe [6] 
3. Leaf blades 1-15 cm wide [G#1767](Coleus)
3. Leaf blades 0.1-1 cm wide [4]
4. Inflorescence spiciform, the pedicels, calyx, and flower buds hidden by the bracts [S#2324](Piloblephis rigida) 
4. Inflorescence racemiform or paniculiform, the pedicels (if present), calyx, and flower buds visible [5]
5. Anthers with a spur-like or horn-like appendage; plants generally glabrate [G#423](Dicerandra)
5. Anthers lacking an appendage; plants glabrate to densely pubescent [6]
6. Lower surface of leaves glabrate or with erect hairs; stigma branches distinctly unequal [G#845](Calamintha)
6. Lower surface of leaves with appressed hairs; stigma branches subequal [G#348](Conradina)
7. Corolla 2-5 mm long [8]
7. Corolla 5-40 mm long [10]
8. Leaves with stellate hairs [S#3546](Callicarpa americana)
8. Leaves with simple hairs or glabrous [9]
9. Leaf blades elliptic to lanceolate, entire [S#1428](Petitia domingensis)
9. Leaf blades broadly ovate to ovate, entire to toothed [S#314](Premna odorata)
10. Leaf blade pinnately veined, lacking a basal pair of lateral veins; fertile stamens 2 [G#358](Cornutia)
10. Leaf blade pinni-palmately veined, with a basal pair of lateral veins extending to near or beyond mid-blade [11]
11. Calyx disc-shaped and spreading, forming a broad shield, brightly colored orange to reddish, lacking any discernible lobes [S#1445](Holmskioldia sanguinea)
11. Calyx not disc-shaped or shield-like [12]
12. Trees; leaf blade broadly ovate; corolla yellow and reddish [S#4411](Gmelina arborea)
12. Vines or shrubs; leaf blade linear, elliptic, lanceolate, to ovate; corolla white, pink, red, to purple [13]
13. Corolla 10-150 mm long; fruiting calyx usually larger than the fruit, brightly colored and contrasting with the dark fruit [G#323](Clerodendrum)
13. Corolla 5-10 mm long; fruiting calyx [S#1649](Volkameria glabra)

1. (Key B) Flower clusters in spiciform or racemiform inflorescences with reduced leaves [2]
1. Flower clusters in the axils of well-developed leaves [3]
2. Corolla yellow, the lower lip fringed [G#340](Collinsonia)
2. Corolla blue, lavender, red, or white, the lower lip not fringed [G#1082](Salvia)
3. Flower clusters subtended by large, colored or whitish bracts [G#803](Monarda)
3. Flower clusters lacking colored bracts [4]
4. Flowers sessile; calyx actinomorphic or nearly so [G#734](Lycopus)
4. Flowers pedicellate; calyx 2-lipped [5]
5. Stem with retrorse hairs; leaves linear to narrowly elliptic, the margin entire [S#3931](Hedeoma hispida)
5. Stem with erect hairs; leaves ovate, the margin toothed [S#626](Stachydeoma graveolens)

1. (Key C) Flowers in a pedunculate dense, involucral head of numerous flowers, pedicels absent or unapparent [2]
1. Flowers in pedunculate or sessile spikes (sometimes interrupted), racemes, or cymes, sometimes with pedicellate flowers, or in sessile axillary clusters [3]
2. Pedunculate inflorescence heads arising from leaf axils; involucral bracts spreading to descending; calyx slightly oblique at mouth, 2-lobed, lobes subequal [G#634](Hyptis)
2. Pedunculate inflorescence heads terminating stems; involucral bracts tightly appressed; calyx bilabiate, the lower lip 2-lobed [S#1192](Macbridea alba)
3. Flowers in axillary clusters or solitary in the axils [4]
3. Flowers in terminal racemes, cymes, or spikes (these sometimes interrupted and appearing axillary but in the axils of reduced leaves or bracts distinctly dissimilar from cauline leaves) racemes, or cymes [7]
4. Leaves palmately lobed with 3-5 lobes, the lobes often pinnatifid or lobed [S#1399](Leonurus japonicus)
4. Leaves unlobed [5]
5. Flowers solitary in the leaf axils, pedicellate, the pedicel as long or longer than the flower [S#3353](Clinopodium brownei)
5. Flowers 1-many in the leaf axils, sessile to short-pedicellate, the pedicel shorter than the flower [6]
6. Cauline and bracteal leaves petiolate, petioles not strongly reduced distally [S#1853](Glechoma hederacea)
6. Cauline leaves sessile or petiolate, distal bracteal leaves sessile or short-petiolate and the petioles distinctly reduced distally relative to the cauline leaves [G#675](Lamium)
7. Inflorescence of umbellliform, congested cymes [G#1026](Pycnanthemum)
7. Inflorescence of racemes or spikes, sometimes paniculiform [8]
8. Corollas orange [S#352](Leonotis nepetifolia)
8. Corollas not orange [9]
9. Corolla appearing 1-lipped, with 2 proximal lobes and an exserted 3-lobed lip [G#1211](Teucrium)
9. Corolla bilabiate [10]
10. Calyx of 5 subequal lobes [11]
10. Calyx bilabiate [16]
11. Flowers solitary in the axil of each bract [G#938](Physostegia)
11. Flowers many in the axil of each bract [12]
12. Corolla lower lip of 3 subequal lobes; plant usually pleasantly fragrant [G#779](Mentha)
12. Corolla lower lip with the middle lobe larger than the lateral ones; plant typically obscurely aromatic or not distinctly pleasantly fragrant [13]
13. Annual or perennial with rhizomes or tubers; middle lobe of lower lip plane or nearly so [G#1162](Stachys)
13. Annual or perennial, without rhizomes or tubers; middle lobe of lower lip saccate [14]
14. Flower clusters in sessile axillary fascicles (flowers may be pedicellate) [G#1502](Condea)
14. Flower clusters of short-pedunculate cymes, sometimes densely clustered and spike-like [15]
15. Stem scabrid; calyx lacking tufts of white hairs between the lobes [G#1501](Cantinoa)
15. Stem pubescent; calyx with short tufts of white hairs between the lobes [G#1503](Mesosphaerum)
16. Lower lip of the corolla fimbriate [17]
16. Lower lip of corolla not fimbriate [18]
17. Flowers pedicellate, the bracts not concealing the flower bud [G#340](Collinsonia)
17. Flowers sessile, the bracts foliaceous and concealing the flower bud [S#1387](Prunella vulgaris)
18. Stamens included [19]
18. Stamens exserted [20]
19. Leaf blades 1-3.5 cm long; fruit smooth [G#326](Clinopodium)
19. Leaf blades 3.5-14 cm long; fruit reticulate [S#1658](Perilla frutescens)
20. Stamens downwardly curved, held atop the flower [G#1244](Trichostema)
20. Stamens straight to upcurved [21]
21. Leaves linear and entire [G#423](Dicerandra)
21. Leaves not linear, toothed [22]
22. Bracts foliaceous, exceeding to subequal to the flowers; [S#4055](Ajuga reptans)
22. Bracts minute [G#1767](Coleus)
",TRUE,null,null,TRUE,
420,420,LARDIZABALACEAE,Dicots,null,RANUNCULALES,null,null,null,FALSE,null,null,TRUE,
182,182,LAURACEAE,Dicots,null,LAURALES,null,null,"1. Parasitic vine; stems often orange to pale green-yellow, with haustoria, essentially leafless with minute scales (ca. 1 mm) [S#2746](Cassytha filiformis)
1. Shrubs or trees; stems generally greenish to gray, with evident sizeable leaves, without haustoria [2]
2. Leaf blade basal lateral veins fairly pronounced and subparallel with the blade margin, usually reaching mid-blade or extending to near the apex [3]
2. Leaf blade basal lateral veins generally not pronounced, spreading or if subparallel to the blade margin then usually not reaching mid-blade [4]
3. Young stems and leaves glabrate or sericeous or the domatia pubescent; leaves persistent, the blades unlobed; flowers emerging with mature leaves [G#314](Cinnamomum)
3. Young stems and leaves pubescent; leaves deciduous, often at least some leaf blades lobed; flowers emerging before leaves or with emerging leaves [S#3759](Sassafras albidum)
4. Dioecious shrubs or small trees to 5 m; leaves deciduous; flowers unisexual [5]
4. Monoecious shrubs or trees to 20 m; leaves persistent; flowers bisexual [6]
5. Leaf blade 0.5-1 cm wide; inflorescence with 1-5 flowers; anthers 4-locular [S#3554](Litsea aestivalis)
5. Leaf blade 1.5-5 cm wide; inflorescence with 1-20 flowers; anthers 2-locular [G#705](Lindera)
6. Young stems and leaf blade lower surface pubescent or sericeous [G#912](Persea)
6. Young stems and leaf blade glabrous or glabrate [7]
7. Bark gray, smooth; leaf blade upper surface with visible and conspicuous reticulate venation, acute or gradually acuminate at the tip, crushed odor mildly pungent; fertile stamens 9; anthers 4-locular; fruit 1-2 cm long, subtended by a cupule with a single margin or an inconspicuous double margin [S#2836](Damburneya coriacea)
7. Bark brown, papillate-granular from the lenticels; leaf blade upper surface with inconspicuous or obscure reticulate venation, abruptly to gradually acuminate at the tip, crushed odor faintly aromatic; fertile stamens 3; anthers 2-locular; fruit 2-3 cm long, subtended by a cupule with an evident double margin, the basal margin often flared [S#741](Licaria triandra)
",TRUE,null,null,TRUE,
184,184,LEGUMINOSAE,Dicots,null,FABALES,null,126,null,FALSE,null,null,FALSE,
185,185,LEITNERIACEAE,Dicots,null,FAGALES,null,307,null,FALSE,null,null,FALSE,
481,481,LEJEUNEACEAE,Bryophytes,null,PORELLALES,null,null,null,FALSE,null,null,TRUE,
186,186,LEMNACEAE,Monocots,null,ALISMATALES,null,19,null,FALSE,null,null,FALSE,
188,188,LENTIBULARIACEAE,Dicots,null,LAMIALES,null,null,"1. Plant with evident, green, expanded leaf blades in a basal rosette, without bladder-like traps; calyx 5-lobed [G#943](Pinguicula)
1. Plant without evident leaf blades or the leaves filiform or linear, sometimes finely dissected, often with bladder-like traps, the leaves typically immersed in the water or soil; calyx 2-lobed [G#1269](Utricularia)
",TRUE,null,null,TRUE,
482,482,LEPIDOZIACEAE,Bryophytes,null,LEPIDOZIALES,null,null,null,FALSE,null,null,TRUE,
443,443,LEPTODONTACEAE,Bryophytes,null,HYPNALES,null,null,null,FALSE,null,null,TRUE,
444,444,LESKEACEAE,Bryophytes,null,HYPNALES,null,null,null,FALSE,null,null,TRUE,
445,445,LEUCOBRYACEAE ,Bryophytes,null,DICRANALES,null,null,null,FALSE,null,null,TRUE,
446,446,LEUCODONTACEAE ,Bryophytes,null,LEUCODONTALES,null,null,null,FALSE,null,null,TRUE,
447,447,LEUCOPHANACEAE,Bryophytes,null,DICRANALES,null,null,null,FALSE,null,null,TRUE,
190,190,LILIACEAE,Monocots,null,LILIALES,null,null,"1. Leaves 1-2, basal, often variegated [G#495](Erythronium)
1. Leaves >2, cauline, usually uniformly green [2]
2. Leaves in 2 whorls; tepals yellow-green to green, 0.6-1 cm long [G#767](Medeola)
2. Leaves alternate, or with >2 whorls; tepals or petals 3-25 cm long [3]
3. Tepals with nectaries at base [G#700](Lilium)
3. Tepals without nectaries at base [F#190](Tulipa)
",TRUE,null,null,TRUE,
192,192,LIMNOCHARITACEAE,Monocots,null,ALISMATALES,null,null,null,TRUE,null,null,TRUE,
193,193,LINACEAE,Dicots,null,MALPIGHIALES,null,null,null,TRUE,null,null,TRUE,
416,416,LINDERNIACEAE,Dicots,null,LAMIALES,null,null,"1. Calyx conspicuously winged [G#1230](Torenia)
1. Calyx not winged or scarcely so [2]
2. Leaf margin strongly aristate-ciliate [S#1496](Bonnaya ciliata)
2. Leaf margin entire to toothed [3]
3. Sepals and petals 5; stamens 4 and staminodes absent, or stamens 2 and staminodes 2 [G#706](Lindernia)
3. Sepals and petals 4; stamens 2, staminodes absent [G#785](Micranthemum)
",TRUE,null,null,TRUE,
509,509,LINDSAEACEAE,Pteridophytes,null,null,null,null,null,FALSE,null,null,TRUE,
194,194,LOASACEAE,Dicots,null,CORNALES,null,null,null,TRUE,null,null,TRUE,
195,195,LOGANIACEAE,Dicots,null,GENTIANALES,null,null,null,TRUE,null,null,TRUE,
362,362,LOMARIOPSIDACEAE,Pteridophytes,null,POLYPODIALES,null,null,null,TRUE,null,null,TRUE,
197,197,LORANTHACEAE,Dicots,null,SANTALALES,null,405,null,FALSE,null,null,FALSE,
199,199,LYCOPODIACEAE,Pteridophytes,null,LYCOPODIALES,null,null,null,TRUE,null,null,TRUE,
